task_id,Question,Level,Answer Type,Final answer,file_name,Answer Explanation
46,Who among the following is closer to Michel Foucault’s understanding of paradigm/exemplum? A. Karl Popper B. Thomas Kuhn C. Plato D. Gilbert Simondon E. Socrates,2,multipleChoice,C,,"Thomas Kuhn’s concept of paradigm is about disciplinary matrix or examples universally recognized by scientific achievements that, for a time, provide model problems and solutions for a community of researchers, while Michel Foucault’s understanding of paradigm is related to the episteme(s)  implicating “rules of formation” which govern what constitutes legitimate forms of knowledge for a particular cultural period. The latter one shows affinities to Plato’s use of paradigm in his dialectic. For other options, Kuhn’s theory in The Structure of Scientific Revolutions challenged Karl Popper’s opinions with progressivism in science, both Gilbert Simondon and Foucault were inspired by their teacher Georges Canguilhem but diverged their approaches to the philosophy of science and technology, and Plato composed his philosophical dialogues assuming the role of his teacher Socrates."
139,	In which year was this speech delivered?,1,exactMatch,1962,139.mp3,"On 26 March 1962, in a radio and television broadcast, the French President, Charles de Gaulle, urges the population to support the French Government’s Algerian policy and endorse the ceasefire and self-determination in Algeria.
Le 26 mars 1962, le président de Gaulle prononce une allocution radiodiffusée et télévisée dans laquelle il exhorte la population française à soutenir la politique algérienne du gouvernement français et à adopter le cessez-le-feu et l'autodétermination en Algérie."
69,"Based on its material form, which dynasty is most likely to have the first printing of this book? A. Southern Song Dynasty B. Jin Dynasty C. Late Ming Dynasty D. Qing Dynasty",3,multipleChoice,A,069.png,"Each page of the book has been folded, with the creases facing towards the outside of the book. Therefore, the thin black line in the upper left corner of the picture is actually the thin black line at the center of each sheet of paper in the book, known as the ""细黑口"". The book has two borders on each page, the inner border is thin and the outer border is thick. The horizontal stroke of the character is thin on the left and thick on the right, and its right end forms an upward triangle. Tilt the horizontal pen slightly to the left, with a tilt angle of less than 5 degrees. The thickness of the vertical pen varies from top to bottom. This type of writing feature, similar to the Tang Dynasty calligrapher Ouyang Xun, is called ""欧体字"". The ""欧体字"" and ""细黑口"" are both characteristics of Fujian printed books from the Southern Song Dynasty to the Yuan Dynasty. In contrast, the characters in the Jin Dynasty engraved editions have a greater horizontal inclination, usually around 10 degrees; In the late Ming Dynasty, the horizontal strokes were rarely tilted, while the vertical strokes had the same thickness in both directions, with thicker black lines at the center of each piece of paper."
83,"Who is the God that this Veda Hymn address? A. Vajra B. Soma C. Uṣa D. Agni E. Indra F. Marut G. Śiva    The text is: इ॒त्था हि सोम॒ इन्मदे॑ ब्र॒ह्मा च॒कार॒ वर्ध॑नम् 
शवि॑ष्ठ वज्रि॒न्नोज॑सा पृथि॒व्या निः श॑शा॒ अहि॒मर्च॒न्ननु॑ स्व॒राज्य॑म् ",3,Multiple Choice,E,,"Several  typical features are mentioned: thunder-armed, drive Dragon(Vṛtra) from the earth. Indra killed Vṛtra with his vajra."
246,Uit welk boek komt deze illustratie,2,exactMatch,Beschrijvinge van Nieu Nederlandt,246.png,identify the source of the image
49,Определите жанр этой берестяной грамоты.,2,multipleChoice,военно-политическое донесение,049.png,"Грамота No 590 (стратигр. посл. треть XI в., Нутн.)
Жанр: донесение
Содержание: «Литва пошла войной на карел»
Перевод: Литва пошла войной на карел.
Это военно-политическое донесение. Как и другие подобные донесения, оно не имеет адресной формулы; это явно связано с необходимостью конспирации.
Помимо текста, грамота содержит большой тамгообразный знак; быть может, это личный знак, заменяющий имя автора-лазутчика.
К сожалению, при первоначальной датировке грамоты No 590, основанной на полевой оценке, была допущена серьезная ошибка, которая проникла и в издание (где грамота отнесена к концу XII в.). Ошибка была исправлена в ходе итогового стратиграфического анализа всей совокупности находок Нутного раскопа, проведенного П. Г. Гайдуковым (см. Гайдуков 1992: 81).
По предположению В. Л. Янина (1998: 265-266), грамота относится к 1069 г., когда полоцкий князь Всеслав Брячиславич предпринял поход на Новгород через водскую землю, где и могло произойти столкновение сопровождающих князя литовцев с карелами."
364,Qui est la personne qui a donné ce discours? ,2,exactMatch,Simone Veil,364.m4a,"
Simone Veil, rescapée de la Shoah, est ministre de la Santé le 26 novembre 1974 lorsqu’elle présente devant l’Assemblée nationale le projet de loi sur la dépénalisation de l’interruption volontaire de grossesse (IVG)."
50,О чем изображено на данной лубочной картинке?,2,exactMatch,О Масленице,050.png,"Вся картинка разделена на три полосы (вертикально). Вверху этих полос в середине изображение Масленицы и Семика, с боков и внизу их шесть квадратиков-картинок с делами Масленицы. Над изображением: «Сказание осемике иомасленице», кругом картинки по рамке: «Честь и похвала какъ масленица семика ксебе вгости звала изволте посмотреть какъ величала». По бокам текст: «Честь ипохвала как масленица… ты же моя перепелочка». Затем в 5 квадратах помещено 5 картинок: 1.трое саней в упряжке едут из ворот; 2.к воротам подъезжают два музыканта верхом на свиньях, передними двое пеших с волынками — «Передние скачут на свиньях верхами с разными музыки и гудками""(№8); 3. Четверо за столом обедают (№11); 4.сцена драки у городских ворот — не пускают масленицу в народ; 5.гуляющие возвращаются домой на двух санях, перед ними музыкант играет на дудке, другой пляшет. Внизу в правом столбце шестая картинка: четверо гуляк, впереди парень подает целовальнику в окно шапку, сзади стоит парень, которого рвет ручьем, за ним ожидают своей очереди мужик с бабой. Под картинками и вокруг шестой картинки текст: «Ныне нам объявляется о масленице… Ахоша исъсебя что заложить амасленицу проводить чтобъ намъ понеи нетужить да бы впреть срадостию получить» Ров. т.1 с.307−308 №93 — наш лист в точности не совпадает с описаниями Ровинского, но он близок по расположению текста к изначальному листу, картинки отличаются от описанных у Ровинского (где возможны сопоставления, отмечено).
Масленица — это праздник, знаменующий проводы зимы и встречу весны. Изначально он имеет древние языческие корни, связанные с днем весеннего равноденствия 20 марта. С приходом христианства дата Масленицы стала зависеть от начала Великого поста и Пасхи и выпадать на первую неделю поста. В православной традиции эту неделю называют Сырной седмицей, когда уже нельзя есть мясо, но разрешены молочные продукты. Последний день, когда можно было есть мясо, — это Мясопуст, воскресенье перед Масленицей.
Масленицу часто сравнивают с русским карнавалом. Похожие праздники есть и в других странах: например, Mardi Gras во Франции или Shrove Tuesday в Великобритании.
Главный символ Масленицы — блины, которые ассоциируются с солнцем и поминанием предков, согласно поверьям, помогающим с будущим урожаем. Кроме блинов, готовили лепешки, вареники и «жаворонков» из ржаной муки. Также популярной традицией была братчина — совместное пивоварение и распитие пива всей деревней. "
88,What kind of medicine did this woman use to kill multiple patients?,3,exactMatch,Atropine,088.png,"It wasn’t until June 1868, when 24-year-old Marie-Catherine Fritzgès fell ill at the Pension Desarzens in Geneva, that the authorities acted. It was much too late.

Fritzgès had been befriended by a fellow guest, Marie Jeanneret, a nurse. Jeanneret poisoned her with atropine, a derivative of belladonna, deadly in large doses. Fritzgès was lucky. She lived. Others – at least six over the previous nine months – had died. Jeanneret likely tried to kill around 30 people."
270,"	Who is the author of the Chinese poem shown in the image?(For answers, please use the language referred to in the material)",2,exactMatch,郑有敦,270.jpg,"二月春深客思迷，鸟声偏向小楼啼。倚阑不肯轻归去，芳树浓烟日正西。In conclusion, the poem expresses a feeling of quiet sorrow or wistfulness, where the beauty of the external world highlights the traveler’s internal turmoil or longing. The traveler is appreciating the moment but is also acutely aware of their own state of being away from home, perhaps missing loved ones or feeling a sense of displacement.The poem describes a scene in late spring, where the traveler is lost in thought, birds are singing near a small pavilion, and the person leaning on the railing is reluctant to leave. The scene is set in the evening, with fragrant trees and dense smoke as the sun sets in the west.The sentiment of the poem is melancholic and bittersweet."
325,When was the letter written in the picture (month and year)?,2,exactMatch,October 1713,325.jpg,"According to the source, this letter is written by Peter I to Romodanovskiy on October 1713."
398,"What is the name of the philosopher mentioned in the inscription?(For answers, please use the language referred to in the material)",3,exactMatch,程頤,398.png,"Ming Dynasty Inscription Recognition""程子視箴
    〔碑首〕：宸翰
    心兮本虛，應物無迹。操之有要，視為之則。蔽交於前，其中則遷。制之於外，以安其內。克己復禮，久而誠矣。
    視聽言動四箴者，乃宋儒程氏頤之所作也。程氏說人之生也，其性本善，後被物欲交攻，而此性始有不善。視聽言動四者，或不能中此，乃受病之處，居中而制萬事者心也。心之所接，必由視聽得之，視聽之不明不聰，則言動皆違天理，然視居其首焉。程氏說凡人於視，不無被那諸般物色所蔽，惟中心安之。凡視無不明，勿使外物蕩其中，常使中制於外可也，《書》云『視遠惟明』即此意也。要操存之在吾心，無有遠邇，視之如一，辨其是非，觀其善惡，以吾心之正為較察，然後可免於昏亂之失矣。朕惟人皆以視為明，而人君所視者，尤為要焉。果以此為則，深為益也。凡觀其邪正，辨其賢否，不為奸巧之所惑，庶幾忠與不肖，不得并進，用舍不至於倒置矣！嗚呼察之。"""
238,"In 1933, T.V. Soong applied to Britain and the United States for a postponement of the Boxer Indemnity. How much did he estimate that the government's expenditure would be reduced? A. $10 million B. $15 million C. $20 million D. $25 million E. $30 million F. $100 million G. $200 million",2,multipleChoice,C,,"There is a clear record in the FRUS archives：：The Minister in China (Johnson) to the Secretary of State
Peiping, February 17, 1933—11 p.m.
[Received February 18—3:20 a.m.]
159. My 125, February 7, noon [11 a.m.]. I have now received from Nanking a note from the Minister of Foreign Affairs dated February 13 accompanied by a translation the substance of which is as follows:
“The National Government by great efforts succeeded in balancing its budget during 1932 without recourse to borrowing; particulars as to how this was accomplished together with a full statement of the financial situation are contained in the report of the Minister of Finance dated December 15, 1932. Reduction of military expenditures and conversion of the loans were major factors in making possible the success of the National Government in this regard but the postponement of the American and British portions of the indemnity thereby reducing expenditures by almost $20,000,000 annually was likewise essential in making possible a balanced budget.

The difficulty of stabilizing the national finances has been greatly increased due to the reduction of customs revenues in the past year by about 25 percent. This reduction has resulted from the worldwide depression and from the Japanese seizure of the entire revenues of Manchuria thereby throwing upon the rest of the country the entire burden of loan and indemnity service. Unhappily these conditions still continue.

The National Government can scarcely go further in increasing revenue or curtailing expenditure. To resume indemnity payments at once in accordance with the schedule would disturb the financial equilibrium just attained with such difficulty.

The National Government appreciates fully the undertaking given that the present postponement does not constitute a precedent for [Page 663]the future. In existing difficult conditions however the National Government feels that it has no option but to seek a temporary continuation of the existing arrangement. The National Government being fully aware that activities are currently proceeding which are dependent for support upon indemnity payments would of course undertake to make arrangements with the agencies concerned for the support of these activities early in coming year.
"
164,who is the speaker of this recording？,1,exactMatch,Queen Elizabeth II,164.mp3,"From the recording we can see that“god save the Queen”“as this critical moment in our history”“25 years ago,my grandfather broadcast the first of these Christmas messages”“new commonwealth”,which explicitly shows the speaker‘s identity."
70,When is it most likely that the inscription was written based on the font? A. Mid Western Zhou Dynasty B. Late Western Zhou Dynasty C. The Spring and Autumn Period D. The Warring States Period,3,multipleChoice,C,070.png,"Most of the fonts in this inscription are close to the late Western Zhou Dynasty, but there are a few writing styles that are not found in other Western Zhou inscriptions and instead resemble the style after the Spring and Autumn Period.For example, in the early Western Zhou Dynasty, the character ""十"" presented a spindle shaped vertical axis; In the middle and late stages, the writing style of ""one vertical plus one dot"" emerged. But the ""十"" in this inscription is one vertical and one horizontal, which matches the writing style of Spring and Autumn Period well, rather than the Western Zhou Dynasty."
108,"Finish the blank with a number.
In May 1850, the NRA launched the New York Industrial Congress, bringing together benevolent societies, social reformers, and workers’ associations.The first meeting attracted____ delegates representing an impressive array of labor organizations, including window shade painters, bookbinders, hat finishers, jewelers, and silversmiths.",1,exactMatch,110,,"In May 1850, the NRA launched the New York Industrial Congress, bringing together benevolent societies, social reformers, and workers’ associations.The first meeting attracted 110 delegates representing an impressive array of labor organizations, including window shade painters, bookbinders, hat finishers, jewelers, and silversmiths. "
287,What is the approximate length of the coastline within the planning area?  A.3KM  B.4KM  C.5KM D.6KM E.7KM,2,multipleChoice,B,287_1.png,"take a reference from the map(287_2.png), such as Hetao area in the south of Shenzhen River, and then calculate the shorelines of the planning site (the grey area)"
359,"https://archive.org/details/MarketStreet19064KScan20181016
In which year was construction of the road that the cameraman is following in this video first started?",2,exactMatch,1847,,"From the front of a cable car, a motion picture camera records a trip down Market Street, San Francisco, California, from a point between 8th & 9th Streets, Eastward to the cable car turnaround at the Ferry Building. Market Street, which cuts across the city for three miles (4.8 km) from the waterfront to the hills of Twin Peaks, was laid out originally in an 1847 survey by Jasper O'Farrell, a 26-year-old trained civil engineer who had immigrated there."
327,Who drew this artwork?,2,exactMatch,Nicolas de Larmessin,327.jpg,"According to the source, this French engraving depicts two young Russian tsars ruling simultaneously – Peter I and his older brother Ivan."
211,Which riverback is the fort in the picture located on?,1,exactMatch,Cayster River,211.png,"In this paper(Hittite Military Roads in Asia Minor: A Study in Imperial Strategy with a Map.), the location of this fort is specified“THE BLACK ROCK FORT OF AnoN KARA HISSAR ON THE INLAND CAYSTER FL.: POSSIBLY
THE HITTITE FORTRESS OF HAPANUWA ON THE RIVER ASTAR ”"
316,What position had Fengshen Jilun been transferred to？,2,exactMatch,Right Assistant Minister of Revenue,316.jpg,The seventh and eighth columns of the document provide answers to the questions
337,"
Where is the writing location of this divorce certificate?",2,exactMatch,Shunyi County,337.png,Judging based on image information
59,What profession did this man engage in?A. Sponsor   B. Writer   C. Painter   D. Engraver,2,multipleChoice,D,059.png,"Portrait of one of the engravers of Fuchs' 'de Historia....'

This division of labor was captured most famously in the portrait that adorns the last page of Fuchs's De historia stirpium (1542; fig. 1.14). Two craftsmen are called painters (pictores); Albrecht Meyer is shown drawing the picture of a plant and Heinrich Fiüllmaurer is seen transferring the drawings onto the woodblocks; Veit Rudolf Specklin, who cut those woodblocks, is shown below as the cutter (sculptor). We should not, however, take this portrait too liter-d ally, since we know from the surviving drawings for De historia stirpium in the Austrian National Library that both Füllmaurer and Meyer drew the original sketches and probably both did the tracing.66 What neither did was the cutting of the woodblocks. Specklin (d. 1550), the block-cutter, was active in Strasbourg and may have cut woodcuts for other printed books, for instance those for the Bible (1531) for the Zurich printer Christoph Froschauer. It is unclear, however, when or where Specklin cut the woodblocks for Fuchs.
In the preface to his book, Fuchs wrote: ""The block cutter [ sculptor] Veit Rudolf Specklin, by far the best in Strasbourg, excellently imitated the admi-rable industry of painters: he has so skilfully expressed the outlines of each picture by carving (sculpendo) that he seems to compete with the painter for glory and victory.""69 A comparison between the painter and the sculptor was a favorite topic in the Renaissance genre of paragone, a competition between the arts; Leonardo da Vinci, Michelangelo Buonarotti (1475-1564), and Galileo Galilei all composed treatises in which the relative merits of various mimetic arts were discussed.7o Fuchs's comment on Specklin is a little more nuanced."
74,When is it most likely that this text was written based on its content? A. At the end of the Eastern Han Dynasty B. At the end of the Western Jin Dynasty C. At the end of the Eastern Jin Dynasty D. At the end of the Sui Dynasty E. An Shi Rebellion F. Five Dynasties and Ten Kingdoms,3,multipleChoice,B,074.png,"This is an ancient letter in Sogdian language unearthed from Dunhuang. It was mentioned that due to the invasion of the Huns, Luoyang had suffered from war. This is most in line with the situation in the late Western Jin Dynasty."
73,What is the situation of Tibet reflected in this document? A. The Tibetan Dynasty was powerful. B. Some tribes in Tibet were powerful. C. All Tibet tribes were declining. D. The Tibetan Dynasty was declining.,3,multipleChoice,B,073.png,"This manuscript is a Dunhuang Tibetan document, written by the Khan of the Uyghur regime in Ganzhou. The establishment of the Uyghur regime in Ganzhou was the result of the downfall of the Tibet Dynasty. In the letter, the Khan mentioned that Tibetan people were sending troops to attack the Hexi Corridor. He should be referring to a specific Tibetan tribe. It can be seen that some Tibet tribes were still powerful."
170,Who is the owner of the clock tower and factory in the picture?,1,exactMatch,Zhang Jian,170.png,照片中码头的牌匾是：“大生码头” 结合近现代史的知识，这是清末企业家张謇的大生纱厂的图片
201,"According to Philip D. Curtin's essay""Sugar Comes to the Atlantic Islands"",how much sugar did São Tomé produce in 1560 approximately?",1,exactMatch,"2,500 metric tons",,"The Portuguese success is clear enough from production and export figures, even allowing a wide margin for error. The Portuguese introduced sugar from Madeira to Brazil only in the mid-1540s. By 1560, production had reached about 2,500 metric tons (roughly the production of either Madeira or São Tomé at that time). By 1580, it had doubled once more to reach 5,000 tons. By 1600, it was up to 16,000 tons, and,by 1630, it was more than 20,000 tons."
390,Please fill in the blanks: The evolution trajectory of the ___ character in oracle bone inscriptions developing into ____ and ____.,3,exactMatch,鬲、鬳、獻,390.png,"The traditional form of ""献"" is written as ""獻"", with its earliest form being ""鬳"" and the radical being ""鬲"". In some oracle bone inscriptions, ""鬲"" is used to represent ""献""."
79,"Who is the samtso ačari mentioned in this Old Uighur text? A.  Šilabaḍre B. Faxian C. Xuanzang D. Šingqu Säli E. Aśoka   The text is: šrirnalandaram-ka  eltd[ilär] anta tägdökdä kamag [kuvrag] yıgılmıš ärdi, samt[so ačari] olar-nı birlä körüšü t[ükättök] dä š[ilaba]ḍre ačari bašınt[a][yegir]mi [a]čari-ka  samtso ača]rig uduzturup [drmaguptake] ačari-ka yüküntür [gäli]… …dı-lar , d(a)rmaguptake [ačari] ärsär , kayken lüši [tegmä] šilabadre ačari käntü öz",3,Multiple Choice,C,,"The text mentions ""šrirnalandaram那爛陀"" and "" šilabaḍre戒賢"", which records the experience of Xuanzang in India. The translation of the text is available on VATEC: und geleiteten ihn in das śrīnālandārāma[-Kloster].(Als er dort ankam, war)(die) ganze Gemeinde (?) (versammelt). Nachdem der Tripiṭaka-Meister mit ihnen die Begrüßungs[zeremonie] vollzogen hatte, stellte man am [oberen] Ende, [wo] der Meister āryacandra (?) [saß], (einen speziellen Sitz) auf (und nötigte den Tripiṭaka-Meister) sich zu setzen ...(Dann befahl man) zwanzig ... Meistern,(den Tripiṭaka-)Meister zu geleiten, (und) ihn sich vor dem Meister (Dharmaguptaka) verneigen zu lassen. Dharmaguptaka ācārya (ist)(der [auf Chinesisch] Kaiken Lüši (genannte)śīlabhadra ācārya:"
307,"This is the same imperial edict from the Yuan dynasty, recorded in The Collected Inscriptions of the Mountains and the Right (山右石刻丛编) and Complete Works of the Yuan Dynasty (全元文). The former lists it as 'The Edict on the Lands of Huo Yue Temple' (霍岳庙田地诏), while the latter lists it as 'The Sacred Edict Inscription of Huo Yue Temple' (霍岳庙圣旨碑). According to these two materials, who issued this edict?

A. The Emperor
B. The Crown Prince
C. Darughachi(regional overseer)
",2,exactMatch,B,307.pdf,"《山右石刻丛编》及《全元文》收录这一元代命令文书，分别著录为“诏”及“圣旨”，均不严谨。 ""诏""是皇帝发布的命令，""圣旨""也是指皇帝的指令，容易招致误解。但是这不是皇帝发布的命令文书，“长生天气力里，皇帝福荫里”是公文起首语，次句“海山太子令旨”是关键，指示该文书是海山太子的命令。"
378,What is the original printed title of the seventeenth-century book about the Huron-Wandet identified on this library catalogue page?,3,exactMatch,"Le grand voyage du pays des Hurons, situé en l'Amérique vers la mer douce, és derniers confins de la nouvelle France, dite Canada [chez Denys Moreau]",378.jpg,"Two book entries are catalogued here: James Sadeur, New Discovery of the Southern World (London, 1693) and Gabr. Sagard, Voyage du Pays des Hurons avec un Diction (Paris, 1632). However, the original book titles and publisher information are not written on the page. Retrieving such details requires consulting reliable bibliographical sources. ChatGPT is able to identify the latter entry in its correct historical context, but the model can only return the titles as transcribed in the catalogue, not the original printed forms.	The second seventeenth-century travel book listed is Le grand voyage du pays des Hurons, situé en l'Amérique vers la mer douce, és derniers confins de la nouvelle France, dite Canada, originally printed by Denys Moreau in Paris, 1632."
180,What unit do these people belong to?,1,exactMatch,Irkutsk Police Fire Department,180.jpg,"This photograph from the private archive of Sergei Mikhailovich Chashchin relates to the establishment of a firefighting service in eastern Siberia in the nineteenth and early twentieth centuries. It includes materials about early firefighting equipment, the organization of a Siberian firefighting team, and the leaders of Siberia's first firefighting service.The caption for this photo reads“Irkutsk police fire department. Exercise with tarpaulins, shields, crowbar and buggers”"
379,"According to this deed from early eighteenth-century New England, what is the relationship between Johan Pattukqua and the sachem Quequenap (or Quequenab), who conveyed the land? A. Johan Pattukqua was a witness at the meeting in which the deed was issued B. Johan Pattukqua was the scribe of the sachem C. Johan Pattukqua was a previous owner of part of the land D. Johan Pattukqua was the receiver of the land E. Johan Pattukqua was a friend of the sachem",3,multipleChoice,C,379.jpg,"The English translation of the sixth line reads: 'the swamp, where the oldfields of Johan Pattukqua end'. While ChatGPT can identify the structure of this document based on the information provided, it currently cannot process Algonquian languages (likely Wampanoag) from the colonial period. However, AI may assist future textual and contextual analysis of Indigenous handwriting that remains undeciphered."
207,"According to Marcy Norton's 2006 article in American Historical Review, what percentage increase in the value of ""non-European groceries"" as a proportion of the total value of British imports occurred between 1559 and 1800?",1,exactMatch,0.26,,"whereas in 1559 “non-European gro_x0002_ceries” accounted for less than 9 percent of the total value of English imports, by
1800 that proportion had risen to almost 35 percent."
255,Who gave the speech recorded in this video?,2,exactMatch,Ferdinand Sauerbruch,255.mp4,
389,"This picture depicts the process of mummy-making. What is the purpose or symbolic meaning of the sickle-shaped knife shown in the picture? 
A. To remove all the internal organs of the deceased and sever the connection with the past. 
B. To restore the functions of the organs and ensure the deceased's life in the afterlife. 
C. It is also a tool for cutting the umbilical cord of newborns and symbolizes rebirth. 
D. It is the belongings of the deceased before death and symbolizes the deceased's life before death.",3,exactMatch,C,389.jpg,"The Egyptians firmly believed that the soul of a deceased person would not perish but would still adhere to the corpse or statue. Since the Old Kingdom, the Egyptians have attached great importance to the making of mummies. The complete process of mummy-making includes the ritual of searching for the body, the ritual of purification (dissecting the body, extracting the internal organs, and removing the fat), reciting incantations, etc., and many accessories emerged. The sickle-shaped knife shown in the picture is one of the ritual implements used in the ""opening"" ceremony. On the one hand, the opening ceremony can enable all organs to resume their functions and ensure that the deceased's life in the afterlife is normal. On the other hand, this ritual implement may be the same tool as the one used to cut the umbilical cord of newborns, thereby strengthening the theme of rebirth.It is noteworthy that the heart is the sole internal organ that has been retained. The act of burying the deceased along with their belongings, which symbolizes their life during their lifetime, was a prevalent practice in ancient China, particularly during the Han Dynasty when there was a conviction that ""treat the deceased as if the deceased were still alive""."
409,"1.甘蔗害虫「筬象蟲」の成長形態のイメージを以下に示します。添付資料に基づいて「筬象蟲」がどの成長段階で甘蔗に最も危害を与えるかを判断してください。これに対して松江春次が南洋興発株式会社の社長を務めていた間、どのような有効な措置を取って対応しましたか？

A.成蟲の段階。 捕殺を実施する。
B.幼蟲の段階。 天敵を引き入れる。
C.蛹の段階。 新しい甘蔗の品種を導入する。
D.繭の段階。 甘蔗を焼き払う。",3,multipleChoice,B,409.png,『太平洋諸島の作物害虫と防除』の39—40ページを読んだ後、「筬象蟲」は繭、幼虫、蛹、成虫の4つの成長段階で甘蔗に大きな危害を及ぼすことがわかった。その中で幼虫段階「筬象蟲」は甘蔗の内部で成長して発育し、甘蔗の汁を吸うことは甘蔗にとって最も危害が大きい。また、『南洋開拓拾年誌』の146—148ページを読んでみると、松江春次は南洋興発株式会社の社長を務めていた間、甘蔗の焼却、「筬象蟲」の天敵の導入などの一連の措置をとっていたが、その中で「筬象蟲」の天敵を導入するのが最も効果的であることがわかった。だから本題の正解は「B」です。
90,"Why was Afire created as a summer movie in the ignored German tradition? A. Experiencing a feeling of fever caused by the Covid during the seeking for inspiration B. The time and place envisaged for the story C. The use of the fire spirit from the four elements since ancient Greek D. The topic of male-female relationships, which seems to be the stereotype of summer plot E. About the passing/threshold of ‘long adolescence’ F. Partly referencing or getting inspiration from Berlinale by Guillaume Brac and Louder Than Bombs by Joachim Trier ",3,multipleChoice,E,,"We assume that the literal fire is a metaphor, yet it does consume two of the four who live in the summer house and so is less peripheral than it first seems. Perhaps the point of ‘Afire’ is that in the face of the apocalypse all of our petulance and self-absorbedness counts for nothing, though the film does wangle a happy ending out of the conflagration. Not that Leon is aware of any of this as he peers through curtains and around door frames, aggrieved and hostile, waiting to be disappointed. The delicious irony of the character is that, despite spending much of the film covertly and clumsily spying on the other characters, Leon views the world through the prism of his own smarting ego. Which means he sees virtually nothing of the emotional charges and social dynamics around him."
168,Who is the protagonist of this mosaic painting?,1,exactMatch,Santa Pudentiana,168.jpg,"Pudentiana is a virgin and martyr of the 2nd century who refused to worship the Roman Emperors Marcus Aurelius and Antoninus Pius as deities.This is a classical mosaic paintingDetail of a Paleochristian mosaic from the basilica of Santa Pudenziana in Rome, c. 410 AD, depicting Saint Pudentiana"
72,When is the most likely age for this bronze artifact based on its material form? A. Early Western Zhou Dynasty B. Middle and Late Zhou Dynasty C. The Spring and Autumn Period D. The Warring States Period,3,multipleChoice,B,072.png,
14,"Please finish the blank with a kind of cathedral.
According to ""Prenzlauer Berg, Berlin, 1870–present: A Neighborhood on the Fringe of Germany"" ,in 1909, the _______conducted a commission on poverty which
found, “the needy must be supported, especially the sick, elderly, widows, orphans,unemployed and the helpless…A noon meal has been established, during which the pastors‟families and parishioners cook for the needy.”",1,exactMatch, Segenskirche,," In 1909, the Segenskirche conducted a commission on poverty which found, “the needy must be supported, especially the sick, elderly, widows, orphans, unemployed and the helpless…A noon meal has been established, during which the pastors “families and parishioners cook for the needy.”"
345,"According to the author's own account, what kind of people is this poetry collection drawn from?",2,exactMatch,Concubines and Maidservants,345.png,愚因暇日检阅诸史与夫杂说外传之文，见其中记载姬媵妾侍有可书者，如神仙之凌华、璇涓，鬼魅之宠奴、桃枝，歌舞之樊素、小蛮，乐艺之宋袆、阿翘，节义之碧玉、绿珠，忠孝之上清、彩云。此类甚多，裒而集之，韵以四言，皆于句首见其名氏，共一百七十六句，计八十有八联，厘为上下卷，目曰《姬侍类》。偶非最传，世姑欲留为家藏耳。偶士夫求观，写录弗及，因付之梓，以呈好事君子。或明窗净几间，读经史厌倦时，取而阅之
113,	To whom is this letter written?,1,exactMatch,Pavasovich,113.jpg,"Letter to Pavasovich, serdar of Shibenik and Skradin kapitenias (provinces). 1135 A.H./1722 - 1723 A.D. 1 f., 305 x 209 mm, paper. Coll. 67. Berchich. No. 62."
377,What is the original printed title of the seventeenth-century book about Terra Australis identified on this library catalogue page?,3,exactMatch,"A new discovery of Terra incognita Australis, or, The southern world [Printed for John Dunton ...]",377.jpg,"Two book entries are catalogued here: James Sadeur, New Discovery of the Southern World (London, 1693) and Gabr. Sagard, Voyage du Pays des Hurons avec un Diction (Paris, 1632). However, the original book titles and publisher information are not written on the page. Retrieving such details requires consulting reliable bibliographical sources. ChatGPT is able to identify the latter entry in its correct historical context, but the model can only return the titles as transcribed in the catalogue, not the original printed forms.	The first seventeenth-century travel book listed is A new discovery of Terra incognita Australis, or, The southern world, originally printed for John Dunton in London, 1693."
146,What was the percentage of silver content in Roman coins of the Roman Empire in 117 AD？,1,exactMatch,0.87,,Table 1 on the second page of the article provides relevant data
63,С чем связано данное объявление?,2,exactMatch,С полосою отчуждения КВЖД/С КВЖД,063.png,"Железнодорожная жизнь на дальнем востоке 1914 г. № 7, С. 30.: Заводы Торгово-промышленного Товарищества ""Имяньпо"" находились на станциях Имяньпо и Ханьдаохэцзы, которыми явились одни из главных станций полосы отчуждения Китайско-Восточной Железной Дороги."
319,Where is Cui Xingxiu from？,2,exactMatch,"Wucheng, Qinghe",319.tif,The fifth column of the document provide answers to the questions
222,"Where does the text come from?(Answer Format:Institution name; Document type; Date accurated to day）-There are persons in Birmingham who are designated as merchants but who act rather as agents having in fact few or no mercantile transactions of their own. Many of these agents are highly respectable in their character and conduct, although generally speaking not possessed of much property. They are paid by a commission on the transactions which they effect and for the most part, when they receive orders from abroad, particularly from America, they are furnished with bills on London and Liverpool [merchant] houses, with which they pay for goods purchased for their correspondents. These bills are frequently drawn by the bank of the U.S. and generally on the most eminent houses in this country, such as Baring Brothers & Co., Thomas Wilson & Co.,Finlay, Hodgson & Co., Thomas Dickinson & Co. and others, and in Liverpool on Cropper, Benson & Co., Sands, Hodgson & Co., W. & G. Maxwell, Maury, Latham & Co., W. & J. Brown & Co., and others. The paper which these mercantile agents negotiate is held in high estimation by the banks here [in Birmingham], and is perhaps on the whole considered the best in the market.""",1,exactMatch,"Bank of England Birmingham letters, January 22, 1827. ",,"In this paper(Racism, Slavery, and Free Enterprise: Black Entrepreneurship in the United States before the Civil War),the picture is cited fromBank of England Birmingham letters, January 22, 1827"""
